"","X","publisher","journal","role","editor","affiliation","url","date"
"115",115,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","T.velumani","Assistant Professor
Department of Computer Science
Kongu Arts and Science College (Autonomous),Erode
TamilNadu State,
India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"116",116,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Muralidhar Patruni","Assistant Professor, Department of Computer Science, Vellore Institute of Technology, Vellore, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"117",117,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","A. Kathirvel","Anand Institute of Higher Technology, Chennai, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"118",118,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","KR Ananth","Velalar College of Engineering and Technology, Erode, Tamilnadu, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"119",119,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Saurabh Manro","Regional Institute of Management and Technology, Mandi Gobindgarh, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"120",120,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","S. kishore reddy","School of Electrical and Computer Engineering, Adama Science &amp; Technology University, Adama, Ethiopia","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"121",121,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","S. Raja","Asl Pauls College Of Engineering And Technology, Coimbatore-641032, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"122",122,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","B.Justus Rabi","Shri Andal Algar College of Engineering,Mamandur, Tamil Nadu, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"123",123,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Saraswthi Pedada","Assitant Professor, GITAM University, Visakhapatnam, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"124",124,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Yousef Farhaoui","Department of Computer Science, Faculty of sciences and Technic, Moulay Ismail University Errachidia, Morocco","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"125",125,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","V. Karthikeyan","SVS College of Engineering Coimbatore, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"126",126,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","J. Raja","Dept of ECE, Adhiparasakthi Engineering College Melmaruvathur-603001 Tamilnadu, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"127",127,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Dr. Jayanthila Devi","Assistant Professor, Jain University, Bangalore, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"128",128,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Mohammad Iman Mokhlespour Esfahani","Research Assistant, Virginia Tech, VA, USA","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"129",129,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","FROILAN D. MOBO","Assistant Professor, Department of Computer and Social Sciences, Philippine Merchant Marine Academy, Philippines","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"130",130,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Alpana Upadhyay","Researcher (Associate Professor &amp; Head), MCA department, Gujarat Technological University, India","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"131",131,"iMedPub","American Journal of Computer Science and Information Technology","Editorial Board","Cosmas Nwakanma","Lecturer, Information Management Technology, Federal University of Technology Owerri, Nigeria","https://www.imedpub.com/computer-science-and-information-technology/editors.php","2021-05-19"
"132",132,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editor In Chief","Aysu YURDASIPER","Faculty of Pharmacy, Pharmaceutical Technology Department, Ege University
Izmir, Turkey","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"133",133,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Muhammad Ovais","Doctoral Research Scholar
National Center for Nanoscience and Technology (NCNST)","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"134",134,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Krithika Rajagopalan","Vice President &amp; Head,
Global HEOR
Pricing &amp; Market Access &amp; US Health Economics &amp; Outcomes Research
USA","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"135",135,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Amit Kumar Jain","Research Associate, Department of Chemical Engineering, Texas Tech University, USA","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"136",136,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Ashim K Mitra","Vice Provost
Interdisciplinary Research
University of Missouri-Kansas City
USA","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"137",137,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Abdolrahim Abbaszad Rafi","Scientist, Azarbaijan Shahid Madani University, Tabriz, Iran","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"138",138,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Yekta Ozer","Professor, Department of Radio pharmacy, University of Hacettepe, Turkey","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"139",139,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Anan Yaghmur","Associate professor, University of Copenhagen, Denmark","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"140",140,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Ahmed AH Abdellatif","Assistant Professor, Pharmaceutics and Industrial Pharmacy, Al-AzharUniversity, Egypt","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"141",141,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Gustavo Alves Andrade dos Santos","Research, Doctor in Biotechnology, Associate Professor Senac University Center, Brazil","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"142",142,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Hussein El-Shahat Ali","Lecturer, National Center for Radiation Research and Technology-Atomic Energy Authority, Egypt","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"143",143,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Rasha Radwan Radwan","Scientist, National Center for Radiation Research and Technology, Egyptian Atomic Energy Authority, Egypt","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"144",144,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Nirav R Soni","Post Graduate Diploma Intellectual Property Rights (PGDIPR) India","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"145",145,"iMedPub","American Journal of Drug Delivery and Therapeutics","Editorial Board Member","Md. Ashrafuzzaman","Associate Professor Biomedical Engineering Department
Served as Head of BME Dept","https://www.imedpub.com/drug-delivery-and-therapeutics/editors.php","2021-05-19"
"146",146,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Dhanapal Venkatachalam","Dr. Dhanapal Venkatachalam
Professor and Head of the Department,
Sanjo college of Pharmaceutical sciences,
Kerala,
India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"147",147,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","PRAKASH PRAJAPAT","Assistant Professor
Department of Chemistry
Mehsana Urban Institute of Sciences
Ganpat University, Mehsana-384012, Gujarat, INDIA.","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"148",148,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Sambhaji Govind Chintale","Dr. Sambhaji Govind Chintale
MS Otorhinolaryngology
Muhs Nashik University, Maharashtra, India
Director Cosmo ENT Superspeciality Hospital, Aurangabad
Maharashtra, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"149",149,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Alireza Heidari","Faculty of Chemistry, California South University (CSU), Irvine,
California, USA","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"150",150,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","M. M. Abid Ali Khan","Shia P.G. College, Lucknow, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"151",151,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Shao Chin Lee","School of Life Sciences, Shanxi University, Taiyuan, Shanxi, PR China.","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"152",152,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","A. H. M. MAHBUBUR RAHMAN","Department of Botany, University of Rajshahi, Rajshahi-6205, Bangladesh","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"153",153,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. MANGESH EKNATHRAO SHELKE","Hvpm College of Engineering &amp; Technology Amravati, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"154",154,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. REENA GUPTA","Institute of Pharmaceutical Research, GLA University, Mathura, U.P., India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"155",155,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Shiddamallayya N","National Ayurveda Dietetics Research Institute, (Central Council for Research in Ayurveda and Siddha, Dept. of AYUSH, Ministry of Health &amp; Family Welfare, Govt. of India, New Delhi) G.C.P Annexe, Ashoka Pillar, Jayanagar, Bangalore-560 011, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"156",156,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Rafeeq Alam Khan","Professor College of Medicine- Jeddah King Saud bin Abdul Aziz University for Health Sciences, Kingdom of Saudi Arabia, Saudi Arabia","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"157",157,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Deepak Kumar Mittal","IASCA Department of ITM-UNIVERSE, Gwalior, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"158",158,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Shao Chin Lee","Dr. Shao Chin Lee, Chair Professor, Shanxi University, China","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"159",159,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. M. N. Abubacker","Associate Professor &amp; Head
PG and Research Department of Biotechnology, National College
Tiruchirappalli - 620 001, Tamil Nadu, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"160",160,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Ram Nayan Singh","Department of Zoology, Kamla Nehru Institute of Physical and Social Sciences, Sultanpur, UP, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"161",161,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Sankhadip Bose","Department of Pharmacognosy, Gupta College of Technological Sciences, College of Pharmacy, Ashram More, G. T. Road, Asansol-713301 (W.B.), India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
"162",162,"iMedPub","American Journal of Ethnomedicine","Editorial Board Member","Dr. Atish Kumar Sahoo","Senior Scientsit Regional Plant Resource Centre, Nayapalli Bhubaneswar-751015, Odisha, India","https://www.imedpub.com/ethnomedicine/editors.php","2021-05-19"
