publisher	journal	issn	role	editor	orcid	affiliation	url	date
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Weiwei Zhang	0000-0003-0365-896X	Shanghai International Studies University, China	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editors	Holger Hopp	NA	University of Braunschweig	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editors	Tanja Kupisch	0000-0002-2653-2692	University of Konstanz &amp; UiT the Artic University of Norway	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Assistant	Anika Lloyd-Smith	NA	University of Konstanz	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Jennifer Cabrelli	0000-0002-7139-740X	University of Illinois at Chicago	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Vicky Chondrogianni	0000-0002-8580-5662	University of Edinburgh	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Ian Cunnings	NA	University of Reading	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Cristina Flores	0000-0001-5629-9556	University of Minho	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Carrie N. Jackson	NA	Pennsylvania State University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Margaret Kehoe	NA	University of Zurich	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Gerrit Jan Kootstra	NA	Radboud University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Tania Leal	0000-0001-9653-3191	University of Nevada, Reno	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Eleonora Rossi	0000-0002-5796-8798	University of Florida	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Associate Editors	Neal Snape	0000-0002-5792-6088	Gunma Prefectural Women’s University &amp; Chuo University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Founding Editors	Jason Rothman	NA	UiT the Artic University of Norway &amp; Universidad Nebrija	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Founding Editors	Roumyana Slabakova	0000-0002-5839-460X	University of Southampton &amp; University of Iowa	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Ellen Bialystok	0000-0001-9844-2082	York University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Mirjam Broersma	0000-0001-8511-2877	Radboud University Nijmegen	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Emanuel Bylund	NA	Stockholm University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Susanne Elizabeth Carroll	0000-0002-4157-6677	University of Calgary	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Deborah Chen Pichler	NA	Gallaudet University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Paola E. Dussias	NA	Pennsylvania State University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	María del Pilar García Mayo	NA	Universidad del País Vasco UPV/EHU	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Jorge González Alonso	NA	UiT the Arctic University of Norway	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Stefan Th. Gries	0000-0002-6497-3958	University of California at Santa Barbara	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Theres Grüter	NA	University of Hawaii	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Ayşe Gürel	NA	Bogazici University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Erika Hoff	NA	Florida Atlantic University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Noriko Hoshino	NA	Tsuda University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Tania Ionin	0000-0002-4360-8644	University of Illinois at Urbana-Champaign	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Alan Juffs	0000-0002-4741-6412	University of Pittsburgh	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Edith Kaan	NA	University of Florida at Gainesville	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Tihana Kraš	NA	University of Rijeka	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Judith F. Kroll	NA	University of California, Irvine	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Donna Lardiere	NA	Georgetown University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Li Wei	0000-0002-2015-7262	UCL IOE	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Terje Lohndal	0000-0002-8514-1499	NTNU Trondheim	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Viorica Marian	NA	Northwestern University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Theodoros Marinis	0000-0002-4120-3141	University of Konstanz	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	David Miller	0000-0002-1976-4487	University of Illinois at Chicago	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Mary Grantham O’Brien	0000-0001-5873-4013	University of Calgary	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	William O’Grady	NA	University of Hawaii	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Öner Özçelik	NA	Indiana University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Johanne Paradis	NA	University of Alberta	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Maria Polinsky	0000-0003-1460-5089	University of Maryland	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Michael T. Putnam	0000-0002-7758-8266	Pennsylvania State University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Yulia Rodina	0000-0002-1730-1526	UiT the Arctic University of Norway	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Monika S. Schmid	0000-0002-3326-2766	University of Essex	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Bonnie D. Schwartz	NA	University of Hawaii	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Ludovica Serratrice	0000-0001-5141-6186	University of Reading	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Antonella Sorace	NA	University of Edinburgh	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Debra Titone	NA	McGill University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Ianthi Maria Tsimpli	0000-0001-6015-7526	University of Cambridge	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Sharon Unsworth	NA	Radboud University Nijmegen	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Bill VanPatten	NA	Michigan State University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Shigenori Wakabayashi	0000-0001-5222-0724	Chuo University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Marit Westergaard	0000-0003-2702-9615	UiT the Arctic University of Norway	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Lydia White	0000-0003-4694-5950	McGill University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Magdalena Wrembel	0000-0001-7804-3199	Adam Mickiewicz University	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Approaches to Bilingualism	NA	Editorial Board	Stefanie Wulff	NA	University of Florida at Gainesville	https://benjamins.com/catalog/lab	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editors	Elana Shohamy	0000-0003-3462-1588	Tel Aviv University, Israel	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editors	Robert Blackwood	0000-0003-0592-1434	University of Liverpool, UK	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editor Emeritus	Eliezer Ben-Rafael	0000-0002-1131-5759	Tel Aviv University, Israel	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Associate Editors	Jackie Jia Lou	0000-0002-6931-3756	Birkbeck, University of London, UK	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Associate Editors	David Malinowski	0000-0002-1692-7041	San José State University, USA	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Associate Editors	Amiena Peck	0000-0002-1261-1998	University of the Western Cape, South Africa	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Book Review Editor	Kellie Gonçalves	0000-0003-0387-6182	University of Bern, Switzerland	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Monica Barni	0000-0002-9960-8774	University for Foreigners, Siena, Italy	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Jan Blommaert †	0000-0002-2474-953X	Tilburg University, The Netherlands	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Jasone Cenoz	0000-0001-9000-7510	University of the Basque Country, Spain	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Rebecca T. Garvin	NA	Arkansas Tech University, USA	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Durk Gorter	0000-0001-8379-558X	University of the Basque Country, Spain	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	David I. Hanauer	NA	Indiana University of Pennsylvania, USA	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Christine Hélot	0000-0001-8486-1841	University of Strasbourg, France	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Thom Huebner	0000-0002-9715-3999	San José State University, USA	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Adam Jaworski	0000-0002-9194-5725	University of Hong Kong, Hong Kong	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Rodney H. Jones	0000-0002-9426-727X	University of Reading, UK	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Jeffrey L. Kallen	0000-0003-4545-0219	Trinity College, Ireland	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Patricia Lamarre	NA	University of Montreal, Canada	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Elizabeth Lanza	0000-0002-2095-9687	University of Oslo, Norway	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Jennifer Leeman	0000-0003-3130-8297	George Mason University, USA	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Tommaso M. Milani	0000-0002-7237-5501	University of Gothenburg, Sweden &amp; University of the Witwatersrand, South Africa	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Gabriella Modan	NA	The Ohio State University, USA	https://benjamins.com/catalog/ll	2022-01-20
John Benjamins	Linguistic Landscape | An international journal	2214-9953	Editorial Board	Luisa Martín Rojo	0000-0003-2462-1955	University Autónoma of Madrid, Spain	https://benjamins.com/catalog/ll	2022-01-20
